"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12"
"1";48,106834917506;-17,9174762765357;17,299060375356;7,1401584338565;-5,16373313644607;6,84461220087765;67,1900163057629;-52,961917187602;85,9121120633124;60,0219335228076;-36,4909400739248;51,2088961810642
"2";52,7061262420936;-13,0130216316435;34,4549138251132;4,40651396849794;-7,44155955595949;8,64744454319506;116,831531676148;-19,411178289423;115,05593576853;39,2966169159863;-50,9193946828884;55,8325182225432
"3";68,6286724231713;-31,1411624800847;42,2373313594949;5,95173800796086;-2,08204703321687;9,59155638067724;124,982245941561;-104,702338690314;125,088197423079;57,3469993234695;-29,3290661983902;58,8849530573202
"4";22,1557063010827;-31,4008988188877;14,6708255379664;18,1246205210367;3,38761264440865;20,2477911335247;97,2890029295449;-40,3766220449593;103,278370685363;71,2517650774239;-20,8109922137803;62,1553768438201
"5";64,114132934367;-11,8959200378713;28,727569232818;11,0179611971061;0,1762266165786;9,44916683402956;168,721002181815;-31,4508627029792;105,799212085162;49,5665095400137;-4,15254262073056;79,543125266208
"6";46,1152071944577;-4,38532818625076;50,7935002988167;9,83755219048818;0,311212428051907;11,7779585076504;79,0812266084776;-61,6138686405421;139,013335233319;52,1796644175333;6,25839601223232;95,8985320286181
"7";18,6342506451984;-32,3939346977537;47,0568081689713;13,1407847702904;-1,38773039863308;6,36156046390762;107,223019392474;-21,3671865252496;57,3618926588863;68,4275716789346;-6,06369981605451;69,3682320381969
"8";60,2571965329841;-36,2299650859008;40,8432756829998;12,9753884331891;3,99419103550479;11,2969180623845;98,1602614476532;-92,329835626078;92,7792265885173;70,302272778759;13,0798661074153;38,5398195341747
"9";28,0542105252102;-14,8356855468523;13,1689009890388;8,45517198568336;-3,48861145232335;7,28667234620714;109,983807271049;-9,6824108593574;95,8222100574157;82,6246925630497;-29,3019341856512;74,8801209048898
"10";41,7926831346311;-7,21141217244648;39,1940990843882;12,5077903935772;1,85731963396691;10,4571377326714;45,4043081132664;-5,82996384785847;95,1130159186069;98,3937419530481;-10,0503998244971;109,289189240322
"11";41,7005296629865;-17,1029385120127;35,4262595204941;26,9417634599624;16,9213392912111;25,3753029322904;118,122593957981;-3,00261185209909;130,732870556696;74,1689880716303;1,35030387971847;83,4700250365716
