"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12"
"1";18,6439772969775;-15,199910031919;13,4575998998346;4,609364983526;-4,83965739541328;1,88184588052758;78,8635834499632;-18,1357799877845;61,3232779280538;39,0813194334828;-18,7239797309089;24,4117831773043
"2";28,0643432189165;-4,17777448877;17,9753328011052;9,95688603662891;1,41887826551602;7,68909290970098;88,9022884367307;-3,64331023316378;64,6725296658834;48,4631209201518;-15,3084090013293;24,5020334908118
"3";27,0253934976753;-1,14565712091677;20,6336898402004;4,92208576222413;-3,61304072330982;2,63570267541542;121,501175972654;27,6875001842536;97,6153722590792;74,6594810083523;12,4191487302369;60,542160279506
"4";24,0415769735533;-9,42284955805566;15,5008520288385;5,5951123224294;-1,58600598825974;4,23582821502851;127,396320422069;17,8941627548113;94,8580650553702;64,7533079137074;2,09260439985557;50,7845168414103
"5";27,2638229032349;-1,58412818786311;21,2573748323132;7,0765639449879;0,233835318526031;4,49723881763061;129,01052795054;34,9168668453551;90,8461616122926;63,9955488620533;4,86125612731988;44,0056390934325
"6";21,394152234;-7,76747626276219;8,39108759268477;6,96200972228041;-0,69543662795179;4,33441188359213;110,180432768209;20,6724701651931;79,2568411372942;60,5727586399759;2,11534565018833;39,8873685032372
"7";20,4219921727605;-10,4824396586852;14,2434150075948;6,2935904342155;-2,63229376385858;3,6740213708095;113,803142194463;11,0032515287959;78,8893736143619;68,464387048076;3,78953966282987;45,6779780601078
"8";24,7083115800029;-8,93790486500126;12,7607385216048;6,50769338372447;-0,251349648312098;5,61879042643936;101,25617215789;17,1682965891131;73,9066618329683;58,4196389469854;-6,96638597417877;39,2956311834302
"9";25,1798139750491;-12,3423883254943;13,5842982335417;7,69022427281632;-0,136859224018129;5,22929746727705;104,28267153364;10,0141543141125;74,2942570773766;66,29188932561;-3,93784776218874;41,1828172828063
"10";34,6391306529581;0,84814163900907;20,3498812541358;10,5429957066921;2,34684701978907;8,15139594890615;103,109268109601;8,419121902842;85,0984941986387;72,1144029988158;15,2488002989906;61,0578436777271
"11";31,3092002310244;-1,35607756286987;27,4584394514787;9,60849788147176;2,21425059477749;8,7546939922829;107,638080006104;9,17227938108883;77,071784304415;66,6282964228981;7,12267786574027;49,0656287487828
"12";35,4047070025914;4,21280200267896;35,3738361932572;13,0507018092595;6,93880298883819;11,5153433788426;89,260823623384;1,41718128756779;65,2158884463138;49,454302960306;-0,537261973914305;41,0974992825897
"13";40,8517039583153;8,14085404611492;29,8116235893998;6,56067874991584;-1,18380306025901;4,14360301333474;138,324591051874;36,7701959343776;114,138591290947;51,6984332107078;-5,54949464288385;32,7910227687131
"14";34,8971276508462;2,45406969796812;21,818393858738;12,989640626671;5,02142752460735;10,6928097185333;118,173908170407;15,162737050183;84,5243077903972;63,1518207405829;-3,68861135205962;40,1447584237763
"15";30,1196514123488;-3,55495176724253;16,3924546155119;8,7461882519373;1,97087732915755;7,40561861700425;105,362315935726;19,0121729533572;78,2473178045184;71,7441065031463;6,51328731296609;52,157005115234
"16";34,7309366516471;0,119448416472476;21,0292714340017;6,49277556827098;0,0236804128942878;4,33918169658622;100,682431266954;6,56778139893186;83,1992942983776;60,2832748992632;6,36774505906016;44,0319117878968
"17";25,5961961732279;-6,15240115981703;15,8986160259949;11,8218497542291;3,78307093273664;10,3317756309891;84,27584925556;3,80194367505149;67,9786694880647;56,2959460818392;-9,05679595280501;32,7114975729292
"18";33,1910344206754;-0,644735784170841;22,0750632950997;7,51234902484554;-1,21050972400861;5,27574685772086;106,388965574525;6,94268432230561;79,9591137792553;89,8193550861632;28,8898918899786;65,0411128241373
"19";29,3268742711944;-2,36909514122417;16,9425209000153;4,54625299550745;-0,330174301629539;4,02732613121016;107,453999794035;18,9222197221117;74,9673928494528;64,3522510358258;-2,62090778049644;39,9757600403224
"20";40,0384127877139;5,4402072545346;30,7314544649775;12,6952065156717;5,2067644983296;9,14067529640822;106,784254753497;11,976902202734;86,4892620321387;63,5839420347525;13,2194167666462;46,3231623941317
"21";37,189403751063;8,68127627226556;29,4742806028367;4,6376339568534;-1,76244223281221;4,08914240947415;97,7899460464174;-0,699438741679444;64,9215054818902;62,7503252223317;5,2571250460709;55,0647449728539
"22";33,8586263155662;-5,08765550160589;20,2967919248916;10,3420838176732;1,66660521344933;8,42407870793048;125,550045299429;39,6070914935469;107,127540315987;88,4072792219421;25,4231099133532;71,8221926346143
"23";44,914874922763;8,04784344159711;34,687768277083;13,3433264223561;5,84596642087833;10,9639306913181;138,118606797104;32,5109844308578;103,724134221536;83,3590501453589;19,4113414638253;61,8061543749158
"24";43,6410451181131;13,5710691734169;35,5474850542433;12,14552569621;7,05941575780416;10,0244205461086;107,481181613605;22,54015813263;84,6977881295193;84,06041444436;24,1697650851291;66,325492740798
"25";53,1750631811962;18,7017471568402;40,9398487737973;9,16019889305796;1,34283089106549;6,00130448300836;173,945604996216;88,9891893168239;154,511229478476;73,3228199547691;16,13797659859;60,0634442490682
"26";48,2715674283549;19,1707234186685;42,367369238809;16,0374562569031;10,4691781808611;15,244235707458;152,915274480719;55,2933876688219;125,388192924718;85,9058023433062;32,9392496123726;66,7745259306586
"27";49,273291267137;10,8702151648181;37,8936914060315;12,5303461753594;5,16485877435468;10,5044185831662;157,540405950616;66,7383784058109;133,269246728214;106,785884872806;41,7962551361378;83,2736745399091
